Item	Frequência	Ranking
insuficiência	11077	6300
provocou	11077	6301
leonor	11075	6302
contemporâneo	11074	6303
paralelamente	11067	6304
enviadas	11065	6305
atelier	11063	6306
colónias	11060	6307
lágrimas	11060	6308
formada	11059	6309
organizados	11056	6310
impostas	11056	6311
rápidas	11052	6312
moniz	11052	6313
escadas	11051	6314
postal	11050	6315
bruto	11049	6316
leituras	11048	6317
avançadas	11046	6318
confinamento	11040	6319
prepara	11038	6320
voluntário	11036	6321
elite	11036	6322
lucrativos	11036	6323
cruzeiro	11033	6324
rápidos	11033	6325
operadora	11031	6326
começando	11028	6327
passear	11024	6328
presos	11024	6329
leões	11023	6330
finalistas	11019	6331
contigo	11014	6332
valia	11013	6333
frutas	11012	6334
primária	11012	6335
confirmado	11010	6336
comprovativo	11004	6337
militantes	10998	6338
amantes	10988	6339
life	10987	6340
alegado	10987	6341
nelson	10981	6342
u.	10980	6343
inserida	10971	6344
divórcio	10971	6345
formatos	10968	6346
inevitável	10962	6347
históricas	10962	6348
instalados	10962	6349
percebe	10960	6350
pausa	10960	6351
filhas	10953	6352
apela	10950	6353
obrigatoriedade	10949	6354
espectáculos	10949	6355
residencial	10949	6356
suplemento	10947	6357
protestos	10946	6358
consecutivo	10946	6359
siga	10944	6360
efetuadas	10943	6361
standard	10941	6362
confortáveis	10934	6363
emigrantes	10933	6364
habilidades	10933	6365
convida	10931	6366
concluída	10928	6367
estarmos	10927	6368
subscrição	10918	6369
correcto	10917	6370
tela	10916	6371
universitários	10912	6372
pneu	10911	6373
intercâmbio	10903	6374
duvida	10901	6375
despertar	10900	6376
atravessa	10894	6377
centenário	10894	6378
pretendam	10890	6379
finalidades	10888	6380
marcados	10887	6381
ventura	10886	6382
tornando-se	10886	6383
rir	10886	6384
hall	10885	6385
intitulada	10881	6386
destruir	10880	6387
intermédio	10875	6388
formadores	10875	6389
palestra	10874	6390
pressuposto	10871	6391
entendemos	10870	6392
dinâmico	10867	6393
requerido	10859	6394
conveniente	10859	6395
favoráveis	10853	6396
av.	10843	6397
park	10842	6398
nascente	10841	6399
romana	10840	6400
autorizado	10840	6401
namoro	10832	6402
ocorrem	10831	6403
hospitalares	10831	6404
antena	10828	6405
news	10828	6406
instabilidade	10827	6407
oms	10825	6408
sopa	10821	6409
aceitou	10820	6410
andreia	10817	6411
mortais	10814	6412
poema	10813	6413
telefones	10812	6414
pescoço	10812	6415
congressos	10807	6416
ganham	10805	6417
existirem	10800	6418
cedência	10799	6419
inventário	10799	6420
corredor	10796	6421
tolerância	10794	6422
inteira	10793	6423
houvesse	10791	6424
tristeza	10788	6425
navegador	10787	6426
conduz	10783	6427
justamente	10782	6428
ficava	10781	6429
drama	10780	6430
pudessem	10778	6431
vidros	10774	6432
oradores	10774	6433
realizar-se	10773	6434
licenciados	10773	6435
dobro	10772	6436
embaixador	10767	6437
procuramos	10767	6438
us	10766	6439
wc	10760	6440
legumes	10759	6441
raramente	10758	6442
voluntária	10757	6443
gravar	10755	6444
diferenciação	10754	6445
relator	10751	6446
comédia	10750	6447
editado	10749	6448
dinamizar	10749	6449
existam	10746	6450
pertencentes	10744	6451
distribuído	10743	6452
pensamentos	10739	6453
beneficiário	10739	6454
aplica-se	10738	6455
divisões	10738	6456
reconheceu	10738	6457
perderam	10737	6458
idioma	10735	6459
aprendizagens	10735	6460
vacina	10733	6461
united	10730	6462
traços	10724	6463
multidisciplinar	10721	6464
barroso	10719	6465
espera-se	10717	6466
representada	10717	6467
félix	10716	6468
adoptar	10709	6469
management	10706	6470
ponderação	10704	6471
jurídicas	10700	6472
tabelas	10699	6473
munícipes	10697	6474
aborda	10697	6475
eléctrico	10697	6476
mario	10694	6477
biológico	10692	6478
procedeu	10690	6479
meninos	10690	6480
companheiros	10689	6481
boavista	10688	6482
acelerar	10686	6483
sofrem	10682	6484
resgate	10680	6485
naquilo	10675	6486
afeta	10672	6487
símbolos	10664	6488
informáticos	10664	6489
alertar	10661	6490
formulação	10658	6491
nutrientes	10656	6492
contraste	10655	6493
esperam	10653	6494
chamou	10649	6495
botões	10638	6496
qualificado	10631	6497
suportes	10629	6498
descobertas	10628	6499
séria	10628	6500
marinho	10627	6501
my	10625	6502
julgo	10617	6503
minas	10610	6504
artísticas	10609	6505
constituindo	10602	6506
renovar	10602	6507
tendo-se	10600	6508
demonstrou	10598	6509
convencional	10597	6510
bactérias	10595	6511
cheiro	10593	6512
consórcio	10589	6513
vivência	10583	6514
surpreender	10580	6515
utente	10580	6516
juntou	10580	6517
terminado	10580	6518
aéreo	10579	6519
fraco	10578	6520
abordados	10578	6521
u	10577	6522
power	10572	6523
constar	10572	6524
acumulação	10565	6525
gestos	10565	6526
continuamos	10565	6527
pós	10563	6528
love	10560	6529
dr	10559	6530
cláudio	10558	6531
faixas	10554	6532
acréscimo	10554	6533
promessas	10552	6534
haviam	10548	6535
dinis	10544	6536
denominada	10542	6537
podermos	10542	6538
precisava	10542	6539
provocada	10540	6540
chefes	10539	6541
crónicas	10536	6542
ola	10536	6543
administrativas	10533	6544
privilégio	10533	6545
liberal	10533	6546
obama	10531	6547
virtuais	10523	6548
estratégicas	10523	6549
distritos	10522	6550
amorim	10522	6551
tamanhos	10518	6552
mauser	10518	6553
contente	10517	6554
lembrando	10516	6555
naval	10515	6556
mail	10508	6557
suspensa	10507	6558
alemães	10504	6559
tendem	10499	6560
caetano	10494	6561
desenvolvem	10488	6562
pretender	10486	6563
nariz	10480	6564
marina	10480	6565
retalho	10478	6566
montanhas	10475	6567
consultor	10474	6568
falso	10472	6569
vestir	10472	6570
gpl	10472	6571
certidão	10470	6572
comemoração	10464	6573
aprova	10463	6574
with	10462	6575
embarcações	10461	6576
sustenta	10460	6577
afastar	10454	6578
partidas	10452	6579
escuro	10451	6580
transformações	10451	6581
valências	10450	6582
assumem	10448	6583
mentira	10446	6584
substância	10437	6585
detidos	10437	6586
pan	10436	6587
dinamarca	10436	6588
combatentes	10435	6589
revestimento	10434	6590
colectivas	10434	6591
sofrido	10432	6592
dirigir	10426	6593
vela	10426	6594
estranha	10425	6595
regularidade	10425	6596
imprescindível	10422	6597
favoritos	10420	6598
cruzamento	10417	6599
perceção	10416	6600
procurou	10415	6601
partículas	10413	6602
predial	10409	6603
legado	10402	6604
selecionados	10400	6605
xv	10400	6606
lê	10398	6607
pavimento	10397	6608
damos	10394	6609
mai	10393	6610
trabalhamos	10391	6611
actor	10389	6612
semanais	10388	6613
pontuação	10386	6614
contrapartida	10384	6615
prestes	10383	6616
curiosamente	10378	6617
influenciar	10378	6618
master	10375	6619
crises	10372	6620
infante	10371	6621
destacam	10371	6622
research	10368	6623
direcção-geral	10368	6624
possivel	10366	6625
paiva	10366	6626
this	10363	6627
disputar	10359	6628
proteínas	10358	6629
confirmados	10357	6630
conversar	10354	6631
disputa	10353	6632
rr	10353	6633
visite	10352	6634
bolso	10351	6635
bluetooth	10351	6636
espectadores	10349	6637
detalhada	10345	6638
licenciada	10345	6639
netflix	10341	6640
distanciamento	10337	6641
produções	10337	6642
vs	10331	6643
compara	10330	6644
globo	10328	6645
literacia	10328	6646
chorar	10327	6647
rosário	10325	6648
excepcional	10321	6649
aplicados	10320	6650
disponibilizada	10318	6651
desconhecido	10315	6652
relato	10313	6653
contacte	10312	6654
indispensáveis	10307	6655
escolhidos	10303	6656
contendo	10300	6657
vapor	10300	6658
exerce	10300	6659
sólidos	10296	6660
music	10294	6661
médios	10294	6662
considera-se	10292	6663
encerrar	10291	6664
mundos	10285	6665
facilita	10276	6666
caducidade	10275	6667
aguiar	10274	6668
id	10274	6669
descritos	10274	6670
bancários	10274	6671
produzidas	10272	6672
des	10272	6673
descobriu	10269	6674
patologia	10266	6675
cafés	10263	6676
desenhar	10262	6677
bloqueio	10260	6678
conheceu	10258	6679
dedo	10254	6680
citar	10254	6681
pareceres	10252	6682
pagam	10247	6683
textura	10246	6684
aderir	10246	6685
autarcas	10244	6686
optou	10244	6687
reputação	10239	6688
comarca	10237	6689
reitor	10235	6690
permitiram	10228	6691
hollywood	10228	6692
aconteça	10227	6693
traçado	10227	6694
faleceu	10223	6695
desenhada	10223	6696
preocupado	10223	6697
financiado	10220	6698
comparticipação	10220	6699
lido	10219	6700
pilar	10216	6701
transferir	10216	6702
produtivo	10214	6703
excecional	10211	6704
cêntimos	10210	6705
remunerações	10209	6706
suspeitos	10209	6707
pressupõe	10208	6708
suspeita	10205	6709
ss	10204	6710
plenamente	10204	6711
fidelidade	10204	6712
ácido	10202	6713
liderar	10202	6714
tic	10194	6715
university	10194	6716
house	10194	6717
fã	10192	6718
martin	10190	6719
garrafa	10188	6720
raciocínio	10186	6721
grego	10183	6722
pedindo	10183	6723
cozinhar	10181	6724
cit.	10179	6725
moldes	10178	6726
introduzidas	10178	6727
substituído	10177	6728
provimento	10174	6729
bonitas	10173	6730
vera	10171	6731
promotores	10171	6732
migrantes	10170	6733
provedor	10165	6734
salgado	10160	6735
colóquio	10159	6736
prossecução	10157	6737
fornecidos	10155	6738
aproximar	10154	6739
alfredo	10150	6740
oposto	10149	6741
retomar	10146	6742
investidor	10140	6743
nordeste	10136	6744
qualificações	10135	6745
eléctricos	10135	6746
vocação	10132	6747
reparar	10132	6748
impulso	10132	6749
dotar	10132	6750
curva	10123	6751
relatos	10121	6752
irc	10118	6753
mantido	10115	6754
peço	10112	6755
manda	10111	6756
existindo	10109	6757
solidão	10104	6758
pinho	10103	6759
tentam	10102	6760
variante	10101	6761
sobreviver	10100	6762
criativas	10096	6763
trás-os-montes	10096	6764
esclarece	10091	6765
usou	10089	6766
dominar	10087	6767
borracha	10083	6768
stand	10082	6769
teóricos	10079	6770
assinaturas	10079	6771
continuo	10077	6772
dispõem	10073	6773
cai	10073	6774
colheita	10072	6775
especificidades	10068	6776
perigoso	10065	6777
patrocínio	10064	6778
alegada	10063	6779
bce	10062	6780
atrasos	10057	6781
concedido	10056	6782
inspecção	10055	6783
dividido	10054	6784
contenção	10054	6785
tento	10053	6786
distante	10053	6787
nelas	10052	6788
loureiro	10051	6789
livremente	10050	6790
subjacente	10044	6791
adolescente	10043	6792
alegando	10042	6793
realizaram	10041	6794
correcção	10041	6795
consolidar	10039	6796
reabertura	10039	6797
áustria	10038	6798
brincadeira	10037	6799
assinou	10036	6800
haveria	10036	6801
factura	10035	6802
paraíso	10035	6803
apps	10034	6804
norte-americanos	10031	6805
confirmada	10030	6806
falsas	10025	6807
alturas	10025	6808
submetido	10024	6809
realizam	10022	6810
esconder	10018	6811
inspirado	10010	6812
banheira	10009	6813
no1	10008	6814
agostinho	10008	6815
aprofundamento	10006	6816
armando	10003	6817
reflete	9999	6818
farmácias	9998	6819
ordenado	9996	6820
puderam	9995	6821
criam	9994	6822
acordado	9994	6823
di	9992	6824
convergência	9989	6825
mágico	9987	6826
policiais	9983	6827
elogios	9981	6828
descobre	9978	6829
modernidade	9978	6830
sumário	9977	6831
protege	9976	6832
recebida	9975	6833
abrantes	9972	6834
rali	9971	6835
acabado	9970	6836
reflectir	9968	6837
discussões	9968	6838
governamentais	9968	6839
homólogo	9967	6840
vulneráveis	9966	6841
laser	9960	6842
desistir	9958	6843
assentes	9957	6844
costumes	9955	6845
afirmam	9952	6846
tec	9949	6847
lg	9944	6848
diâmetro	9939	6849
califórnia	9937	6850
porquanto	9936	6851
inquiridos	9935	6852
vinda	9935	6853
dica	9935	6854
ingresso	9934	6855
proteína	9934	6856
pretendo	9932	6857
organizadas	9927	6858
arena	9927	6859
visitou	9926	6860
reflexo	9926	6861
substancial	9926	6862
questionar	9923	6863
cheias	9919	6864
pensava	9912	6865
participado	9907	6866
vigência	9905	6867
pertencem	9903	6868
demonstram	9902	6869
adolescência	9901	6870
rentabilidade	9900	6871
desenvolvimentos	9899	6872
procede	9899	6873
evangelho	9896	6874
coroa	9894	6875
pretendido	9892	6876
mate	9892	6877
lente	9890	6878
raio	9887	6879
sabedoria	9886	6880
apelante	9880	6881
pa	9880	6882
aliado	9879	6883
prefere	9878	6884
encontravam	9877	6885
conhecia	9872	6886
deves	9871	6887
doutora	9867	6888
eficientes	9867	6889
típica	9866	6890
privilegiado	9866	6891
conjugação	9866	6892
selvagem	9864	6893
montar	9862	6894
seguindo-se	9859	6895
conseguinte	9859	6896
emigração	9857	6897
oferecido	9853	6898
chineses	9853	6899
brancas	9846	6900
africanos	9846	6901
cmvm	9845	6902
progressiva	9844	6903
alegadamente	9844	6904
paroquial	9840	6905
afastamento	9838	6906
providência	9837	6907
libras	9837	6908
bpi	9837	6909
manipulação	9834	6910
melhora	9833	6911
ouviu	9829	6912
alterada	9829	6913
cresce	9828	6914
romano	9823	6915
bagagem	9820	6916
gratuitos	9819	6917
clã	9819	6918
compensar	9819	6919
ref.	9817	6920
considere	9816	6921
entregas	9814	6922
diversa	9814	6923
national	9813	6924
variam	9809	6925
barcos	9808	6926
ext	9807	6927
assegurou	9803	6928
distribuir	9802	6929
mútuo	9801	6930
recreio	9799	6931
masculina	9799	6932
ua	9798	6933
teórico	9797	6934
efetivo	9797	6935
toyota	9796	6936
fizer	9793	6937
acusou	9793	6938
consumir	9788	6939
neles	9788	6940
manifestamente	9781	6941
guedes	9780	6942
tratando-se	9780	6943
tente	9778	6944
guias	9776	6945
xavier	9775	6946
mero	9771	6947
velas	9768	6948
estímulo	9766	6949
praticado	9761	6950
altice	9757	6951
protegida	9756	6952
odivelas	9754	6953
frederico	9752	6954
vegetal	9752	6955
garrafas	9750	6956
vestígios	9749	6957
conquistas	9748	6958
nokia	9747	6959
tende	9746	6960
cova	9745	6961
defendendo	9744	6962
fixada	9741	6963
ultra	9738	6964
reduzindo	9738	6965
curtas	9734	6966
declarar	9733	6967
aceites	9731	6968
lembro	9731	6969
indicando	9729	6970
confiante	9728	6971
devolver	9727	6972
embaixada	9725	6973
apresentamos	9725	6974
escolhe	9718	6975
atualizado	9715	6976
vivia	9707	6977
regimento	9706	6978
avô	9705	6979
sónia	9705	6980
sentiu	9703	6981
convidada	9702	6982
pintar	9701	6983
impressões	9700	6984
constitucionais	9697	6985
envolvem	9696	6986
corredores	9695	6987
dirigidas	9695	6988
credor	9694	6989
andava	9692	6990
voar	9692	6991
pretenda	9692	6992
têxtil	9691	6993
noutra	9690	6994
prejudicar	9685	6995
acusa	9684	6996
russa	9681	6997
mourinho	9669	6998
descoberto	9668	6999
departamentos	9667	7000
potencialmente	9664	7001
urbanização	9662	7002
reflexões	9662	7003
exceto	9658	7004
bes	9656	7005
mostraram	9656	7006
mediterrâneo	9656	7007
complicações	9653	7008
pacheco	9653	7009
ad	9651	7010
privilegiada	9645	7011
sabido	9641	7012
sexualidade	9638	7013
urbanismo	9637	7014
fama	9636	7015
polícias	9636	7016
couto	9632	7017
betão	9631	7018
descansar	9631	7019
brutal	9631	7020
olhão	9630	7021
mostrou-se	9629	7022
leves	9629	7023
plásticos	9626	7024
supostamente	9623	7025
cargas	9622	7026
ligeira	9622	7027
fraca	9622	7028
gravações	9620	7029
proibido	9620	7030
noivo	9617	7031
afetar	9616	7032
identifica	9616	7033
peter	9615	7034
baseados	9614	7035
elegância	9611	7036
teóricas	9611	7037
clicar	9609	7038
viola	9608	7039
pq	9603	7040
jan	9603	7041
valer	9601	7042
suplementar	9598	7043
entendeu	9598	7044
existiam	9595	7045
recebi	9594	7046
brandão	9593	7047
empreendimento	9592	7048
declarado	9592	7049
enfrenta	9590	7050
reformados	9584	7051
confederação	9582	7052
defeito	9581	7053
ângulo	9580	7054
queriam	9577	7055
contamos	9577	7056
controlada	9567	7057
confesso	9564	7058
revolta	9563	7059
ingleses	9562	7060
monitor	9562	7061
bronze	9558	7062
equilibrado	9555	7063
unicamente	9554	7064
inflação	9551	7065
decidimos	9551	7066
atribui	9547	7067
puder	9547	7068
possibilita	9545	7069
zoom	9543	7070
fechados	9543	7071
incríveis	9539	7072
viajantes	9538	7073
altera	9533	7074
negros	9531	7075
cantos	9530	7076
empreendedor	9529	7077
cavalos	9528	7078
ónus	9527	7079
baratas	9525	7080
institutos	9523	7081
tranquila	9521	7082
promoveu	9521	7083
relaxar	9513	7084
league	9513	7085
correto	9512	7086
